ticker,name,description,industry,currency,exchange,type,market_cap,market_cap_usd
CSX,CSX Corporation,"CSX Corporation is a transportation company. The Company provides rail, intermodal and rail-to-truck transload services and solutions to customers across an array of markets, including energy, industrial, construction, agricultural and consumer products. It provides rail-based freight transportation services, including traditional rail service, the transport of intermodal containers and trailers, as well as other transportation services such as rail-to-truck transfers and bulk commodity operations. Through its subsidiary, CSX Transportation, Inc. (CSXT), it provides a link to the transportation supply chain through its approximately 20,000 route-mile rail network and serves major population centers in 26 states east of the Mississippi River, the District of Columbia and the Canadian provinces of Ontario and Quebec. CSXT is also engaged in real estate sales, leasing, acquisition and management and development activities. It serves merchandise, intermodal, coal, and trucking businesses.",Freight & Logistics Services,USD,XNAS,Stock,66534155009.00,66534155009.00
CTAS,CINTAS CORPORATION,"Cintas Corporation develops uniform programs using fabric. The Company helps businesses of all types and sizes, primarily in the United States, as well as Canada and Latin America. The Company operates through two segments: Uniform Rental and Facility Services segment and the First Aid and Safety Services segment. The Uniform Rental and Facility Services segment consists of the rental and servicing of uniforms and other garments, including flame resistant clothing, mats, mops and shop towels and other ancillary items. This segment also includes restroom cleaning services and supplies and the sale of items from its catalogs to its customers. The First Aid and Safety Services segment consists of first aid and safety products and services. The remainder of its segments, which consists of the Fire Protection Services segment and the Uniform Direct Sale segment, is included in All Other. It provides its products and services to small service and manufacturing companies and to corporations.",Professional & Commercial Services,USD,XNAS,Stock,78962787883.00,78962787883.00
CTRA,Coterra Energy Inc.,"Coterra Energy Inc. is an exploration and production company based in Houston, Texas with focused operations in the Permian Basin, Marcellus Shale and Anadarko Basin. The Company is engaged in the development, exploration and production of oil, natural gas and natural gas liquids exclusively within the continental United States. Its Permian Basin operation consists of approximately 345,000 net acres. Its development activities are primarily focused on the Wolfcamp Shale and the Bone Spring formation in Culberson and Reeves Counties in Texas and Lea and Eddy Counties in New Mexico. Its Marcellus Shale operation includes properties that are principally located in Susquehanna County, Pennsylvania, where it holds approximately 186,000 net acres in the dry gas window of the Marcellus Shale. Its Anadarko Basin operation holds around 182,000 net acres that are located in Oklahoma. Its development activities are primarily focused on both the Woodford Shale and the Meramec formations.",Oil & Gas,USD,XNYS,Stock,17800240500.00,17800240500.00
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,"Cognizant Technology Solutions Corporation engineers modern businesses. Its services include artificial intelligence (AI) and other technology services and solutions, consulting, application development, systems integration, quality engineering and assurance, application maintenance, infrastructure and security as well as business process services and automation. Its segments include Health Sciences (HS), Financial Services (FS), Products and Resources (P&R), and Communications, Media and Technology (CMT). HS segment consists of healthcare providers and payers, and life sciences companies. FS segment includes banking, capital markets, payments and insurance companies. P&R segment includes manufacturers, automakers, retailers, consumer goods companies, and travel and hospitality companies, as well as businesses providing logistics, energy and utility services. CMT segment includes global communications, media and entertainment, education, information services and technology companies.",Software & IT Services,USD,XNAS,Stock,33586986042.00,33586986042.00
CTVA,"CORTEVA, INC.","Corteva, Inc. is a global pure-play agriculture company. It is a global provider of seed and crop protection solutions focused on the agriculture industry and contributing to a healthier, secure and sustainable food supply. The Seed segment is engaged in developing and supplying commercial seed combining advanced germplasm and traits that produce optimum yield for farms around the world. It operates in various key seed markets, including North American corn and soybeans, European corn and sunflower, as well as Brazil, India, South Africa and Argentina corn. The Crop Protection segment serves the global agricultural input industry with products that protect against weeds, insects and other pests, and disease, and that support overall crop health both above and below ground via nitrogen management and seed-applied technologies. Its crop protection solutions and digital solutions provide farmers with tools to improve productivity and help keep fields free of weeds, insects and diseases.",Chemicals,USD,XNYS,Stock,42063454000.00,42063454000.00
CVS,CVS HEALTH CORPORATION,"CVS Health Corporation is a health solutions company. The Company's segments include Health Care Benefits, Health Services, Pharmacy & Consumer Wellness and Corporate/Other. The Health Care Benefits segment offers a range of traditional, voluntary and consumer-directed health insurance products and related services, including medical, pharmacy, dental and behavioral health plans, medical management capabilities, PDPs and Medicaid health care management services. The Health Services segment provides a full range of PBM solutions, delivers health care services in its medical clinics, virtually, and in the home, and offers provider enablement solutions. The Pharmacy & Consumer Wellness segment dispenses prescriptions in its retail pharmacies and through its infusion operations, provides ancillary pharmacy services including pharmacy patient care programs, diagnostic testing and vaccination administration, and sells an assortment of health and wellness products and general merchandise.",Healthcare Providers & Services,USD,XNYS,Stock,104611600000.00,104611600000.00
CVX,CHEVRON CORPORATION,"Chevron Corporation is an integrated energy company. The Company produces crude oil and natural gas; manufactures transportation fuels, lubricants, petrochemicals and additives; and develops technologies that enhance its business and industry. The Company’s segments include Upstream and Downstream. Upstream operations consist primarily of exploring for, developing, producing and transporting crude oil and natural gas; liquefaction, transportation and regasification associated with LNG; transporting crude oil by major international oil export pipelines; processing, transporting, storage and marketing of natural gas; carbon capture and storage; and a gas-to-liquids plant. Downstream operations consist primarily of the refining of crude oil into petroleum products; marketing crude oil, refined products, and lubricants; manufacturing and marketing of renewable fuels, and transporting of crude oil and refined products by pipeline, marine vessel, motor equipment and rail car.",Oil & Gas,USD,XNYS,Stock,314868723260.00,314868723260.00
CZR,"CAESARS ENTERTAINMENT, INC.","Caesars Entertainment, Inc. is a casino-entertainment company and a diversified gaming and hospitality provider. The Company operates primarily under the Caesars, Harrah’s, Horseshoe, and Eldorado brand names. Its segments include Las Vegas, Regional, Caesars Digital, and Managed and Branded, in addition to Corporate and Other. It offers diversified gaming, entertainment and hospitality amenities, destinations, and a full suite of mobile and online gaming and sports betting experiences. The Company owns, leases or manages an aggregate of 53 domestic properties in 18 states. It also operates and conducts sports wagering across 32 jurisdictions in North America, 26 of which offer online sports betting, and operates iGaming in five jurisdictions in North America. It operates the Caesars Sportsbook app, the Caesars Racebook app, the Caesars Palace Online Casino app and the new Horseshoe Online Casino app. Its online casino games include slots, table games, live dealer and video poker.",Hotels & Entertainment Services,USD,XNAS,Stock,4719327135.00,4719327135.00
D,"Dominion Energy, Inc.","Dominion Energy, Inc. provides regulated electricity service to about 3.6 million homes and businesses in Virginia, North Carolina, and South Carolina, and regulated natural gas service to 500,000 customers in South Carolina. It is a developer and operator of regulated offshore wind and solar power and the producer of carbon-free electricity in New England. Its Dominion Energy Virginia segment is composed of Virginia Power’s regulated electric transmission, distribution, and generation operations, which serve homes and businesses in Virginia and North Carolina. Its Dominion Energy South Carolina segment consists of DESC’s generation, transmission, and distribution of electricity to customers in the central, southern and southwestern portions of South Carolina and the distribution of natural gas to residential, commercial and industrial customers in South Carolina. Its Contracted Energy segment includes non-regulated electric generation fleet and renewable natural gas operations.",Electrical Utilities & IPPs,USD,XNYS,Stock,51922906308.00,51922906308.00
DAL,"DELTA AIR LINES, INC.","Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo throughout the United States and around the world. The Company has hubs and markets in Amsterdam, Atlanta, Bogota, Boston, Detroit, Lima, London-Heathrow, Los Angeles, Mexico City, Minneapolis-St. Paul, New York-JFK and LaGuardia, Paris-Charles de Gaulle, Salt Lake City, Santiago (Chile), Sao Paulo, Seattle, Seoul-Incheon, and Tokyo. Its segments include Airline and Refinery. Its airline segment is managed as a single business unit that provides scheduled air transportation for passengers and cargo throughout the United States and around the world and includes its loyalty program, as well as other ancillary businesses. Its refinery segment operates for the benefit of the airline segment by providing jet fuel to the airline segment from its own production and through jet fuel obtained through agreements with third parties. The refinery's production consists of jet fuel as well as non-jet fuel products.",Passenger Transportation Services,USD,XNYS,Stock,40682847254.00,40682847254.00
DASH,"DOORDASH, INC.","DoorDash, Inc. is engaged in providing services that reduce friction in local commerce and help merchants connect with consumers in their communities. The Company's primary offerings include the DoorDash Marketplace and the Wolt Marketplace (together, the Marketplaces), and its Commerce Platform. The Company's Marketplaces operate in over 30 countries across the globe and provide an integrated suite of services that help merchants establish an online presence, connect with consumers in their communities, and solve mission-critical challenges, such as customer acquisition, demand generation, order fulfillment, merchandising, payment processing, and customer support. It also offers advertising as a value-added service through its Marketplaces to help merchants and consumer packaged goods companies increase consumer engagement. The Company also has offsite advertising capabilities. Its white-label delivery fulfillment services include DoorDash Drive On-Demand and Wolt Drive.",Software & IT Services,USD,XNAS,Stock,111912221756.00,111912221756.00
DAY,"DAYFORCE, INC.","Dayforce, Inc. is a global human capital management (HCM) software company. The Company’s Dayforce, which is a flagship cloud HCM platform, provides a full suite of HCM functionality, including global human resources (HR), payroll and tax, workforce management, benefits, and talent intelligence functionality. The Company also sells Powerpay, a cloud HR and payroll solution for the Canadian small business market, through both direct sales and established partner channels. Dayforce Human Resources provides HR professionals, managers, and employees a single, complete record of all of their HR information. Dayforce Workforce Management helps organizations manage their workforces by configuring the system to meet complex employment and working time rules and policies. Dayforce Wallet is a digital payment solution that gives employees instant access to their net earnings. The Company also offer payroll and payroll-related services using legacy technology and on-premises technology.",Software & IT Services,USD,XNYS,Stock,10774650000.00,10774650000.00
DD,"DuPont de Nemours, Inc.","DuPont de Nemours, Inc. provides technology-based materials and solutions. The Company serves various markets, including electronics, transportation, construction, water, healthcare and worker safety. The Company's segments include ElectronicsCo and IndustrialsCo. ElectronicsCo segment is a provider of materials and solutions for semiconductor and electronics industries. The segment is a provider of semiconductor fabrication consumables such as CMP materials and microlithography. The segment is a provider of materials for the manufacturing of displays for organic light emitting diode (OLED) and elastomer solutions and parts for semiconductor equipment and other critical industrial applications. IndustrialsCo segment is a provider of engineered products and integrated solutions primarily serving medical, including packaging and specialty medical devices, water filtration, worker safety, automotive, including electric vehicles, aerospace and building product end markets.",Electronic Equipment & Parts,USD,XNYS,Stock,33970129919.00,33970129919.00
DDOG,"DATADOG, INC.","Datadog, Inc. provides an observability and security platform for cloud applications. The Company’s SaaS platform integrates and automates infrastructure monitoring, application performance monitoring, log management, user experience monitoring, cloud security and many other capabilities to provide unified, real-time observability and security for its customers’ entire technology stack. Its platform consists of products that can be used individually or as a unified solution and includes a marketplace where customers can access products built by its partners on top of the Datadog platform. Its products include Infrastructure Monitoring, Application Performance Monitoring, Log Management, Digital Experience Monitoring, Continuous Profiler, Database Monitoring, Data Observability, Universal Service Monitoring, Network Monitoring and others. It owns Metaplane, an end-to-end data observability platform that provides advanced machine learning-powered monitoring and column-level lineage.",Software & IT Services,USD,XNAS,Stock,54491421875.00,54491421875.00
DE,DEERE & COMPANY,"Deere & Company is engaged in the delivery of agricultural, construction and forestry equipment. Its segments include production and precision agriculture (PPA), small agriculture and turf (SAT), construction and forestry (CF), and financial services (FS). PPA segment defines, develops and delivers global equipment and technology solutions for production-scale growers of large grains, small grains, cotton and sugarcane. SAT segment defines, develops and delivers global equipment and technology solutions for dairy and livestock producers, high-value and small acreage crop producers, and turf and utility customers. CF segment defines, develops and delivers a range of machines and technology solutions organized along the earthmoving, forestry and roadbuilding production systems. FS segment finances sales and leases by John Deere dealers of new and used production and precision agriculture equipment and others. Its products include John Deere Autonomous 8R Tractor and E-Power Backhoe.","Machinery, Equipment & Components",USD,XNYS,Stock,124292051532.00,124292051532.00
DECK,DECKERS OUTDOOR CORPORATION,"Deckers Outdoor Corporation designs, markets, and distributes footwear, apparel, and accessories developed for both everyday casual lifestyle use and high-performance activities. Its segments include UGG brand, HOKA brand and Other brands. The UGG brand segment provides premium footwear, apparel and accessories. The HOKA brand segment’s products include running, trail, hiking, fitness, and lifestyle footwear offerings, as well as select apparel and accessories. Its Other brands segment consists of Teva brand, AHNU brand, and Koolaburra brand. Its Teva brand includes a variety of footwear options, from classic sandals and shoes to boots. The Koolaburra brand is a casual footwear fashion line that uses plush materials. Its AHNU brand’s footwear products fuse high-performance technology for everyday wear. Its portfolio of brands includes UGG, HOKA, Teva, and AHNU. It sells its products through domestic and international retailers and international distributors in its wholesale channel.",Textiles & Apparel,USD,XNYS,Stock,14862520000.00,14862520000.00
DELL,DELL TECHNOLOGIES INC.,"Dell Technologies Inc. is engaged in designing, developing, manufacturing, marketing, selling, and supporting a wide range of comprehensive and integrated solutions, products, and services. The Company operates through two segments: Infrastructure Solutions Group (ISG) and Client Solutions Group (CSG). Its ISG segment enables the Company’s customer’s digital transformation with solutions that address artificial intelligence (AI), machine learning, data analytics, and multi cloud environments. Its comprehensive storage portfolio includes modern and traditional storage solutions, including all-flash arrays, scale-out file, object platforms, hyper-converged infrastructure, and software-defined storage. Its CSG segment offers branded personal computers (PCs) including notebooks, desktops, and workstations and branded peripherals that include displays, docking stations, keyboards, mice, and webcam and audio devices, as well as third-party software and peripherals.","Computers, Phones & Household Electronics",USD,XNYS,Stock,99102500000.00,99102500000.00
DG,DOLLAR GENERAL CORPORATION,"Dollar General Corporation is a discount retailer. The Company offers merchandise, including consumable items, seasonal items, home products and apparel. Its merchandise includes brands from manufacturers, as well as its own private brand selections with prices at discounts to brands. Its consumables category includes paper and cleaning products, packaged food, perishables, snacks, health and beauty, pet, and tobacco products. Its seasonal products include holiday items, toys, batteries, small electronics, greeting cards, stationery, prepaid phones and accessories, gardening supplies, hardware, automotive and home office supplies. Its home products include kitchen supplies, cookware, small appliances, light bulbs, storage containers, frames, candles, craft supplies and kitchen, bed and bath soft goods. The Company’s apparel products include basic items for infants, toddlers, girls, boys, women and men, as well as socks, underwear, disposable diapers, shoes and accessories.",Diversified Retail,USD,XNYS,Stock,23223384060.00,23223384060.00
DGX,QUEST DIAGNOSTICS INCORPORATED,"Quest Diagnostics Incorporated is a provider of diagnostic information services. The Company provides diagnostic insights from the results of its laboratory testing to enable people, physicians, and organizations to take action to improve health outcomes. It operates through the DIS segment, which provides diagnostic information services to a range of customers within its primary customer channels: physicians, hospitals, and patients and consumers. It offers broad access to clinical testing through a nationwide network of laboratories, patient service centers, phlebotomists in physician offices, and connectivity resources, including call centers and mobile phlebotomists, nurses and other health and wellness professionals. It also focuses on artificial intelligence (AI) and digital pathology solutions. The Company’s services primarily are provided under the Quest Diagnostics brand and under other brands, including AmeriPath, Dermpath Diagnostics, ExamOne, and Quanum.",Healthcare Providers & Services,USD,XNYS,Stock,20647072576.00,20647072576.00
DHI,"D.R. HORTON, INC.","D.R. Horton, Inc. is a homebuilding company. The Company constructs and sells homes through its operating divisions in 125 markets across 36 states. The Company’s segments include Homebuilding, Rental, Forestar, Financial Services, and Other. The Homebuilding divisions are primarily engaged in the acquisition and development of land and the construction and sale of residential homes. The Company’s rental segment consists of single-family and multifamily rental operations. The single-family rental operations construct and lease single-family homes within a community and then generally market each community for a bulk sale of rental homes. The Forestar segment is a residential lot development company with operations in 59 markets across 24 states. The Financial services segment provides mortgage financing and title agency services to homebuyers in many of the Company’s homebuilding markets. It also conducts insurance-related operations.",Homebuilding & Construction Supplies,USD,XNYS,Stock,47300274510.00,47300274510.00
DHR,DANAHER CORPORATION,"Danaher Corporation is a global life sciences and diagnostics innovator. The Company operates through three segments: Biotechnology, Life Sciences and Diagnostics. The Biotechnology segment includes the bioprocessing and discovery and medical businesses and offers a broad range of equipment, consumables and services that are primarily used by customers to advance and accelerate the research, development, manufacture and delivery of biological medicines. The Life Sciences segment offers a broad range of instruments, consumables, services and software that are primarily used by customers to study the basic building blocks of life, including deoxyribonucleic acid (DNA) and ribonucleic acid (RNA), nucleic acid, proteins, metabolites and cells. The Diagnostics segment offers clinical instruments, consumables, software and services that hospitals, physicians’ offices, reference laboratories and other critical care settings use to diagnose disease and make treatment decisions.",Healthcare Equipment & Supplies,USD,XNYS,Stock,158168637924.00,158168637924.00
DIS,THE WALT DISNEY COMPANY,"The Walt Disney Company is a diversified worldwide entertainment company. The Company's segments include Entertainment, Sports and Experiences. The Entertainment segment generally encompasses its non-sports focused global film and episodic content production and distribution activities. The lines of business within the Entertainment segment along with their business activities include Linear Networks, Direct-to-Consumer, and Content Sales/Licensing. The Sports segment encompasses its sports-focused global television and direct-to-consumer (DTC) video streaming content production and distribution activities. The lines of business within the Sports segment include ESPN and Star. The Experiences segment includes Parks and Experiences and Consumer Products. Parks and Experiences consists of Walt Disney World Resort in Florida, Disneyland Resort in California, Disney Cruise Line, and others. Consumer Products includes licensing of its trade names, characters, visual, literary and other IP.",Media & Publishing,USD,XNYS,Stock,205521835540.00,205521835540.00
DLR,"DIGITAL REALTY TRUST, INC.","Digital Realty Trust, Inc. is a real estate investment trust. The Company owns, acquires, develops, and operates data centers through its operating partnership subsidiary, Digital Realty Trust, L.P. The Company is focused on providing data center, colocation, and interconnection solutions for domestic and international customers across a variety of industry verticals ranging from cloud and information technology services, communications and social networking to financial services, manufacturing, energy, healthcare, and consumer products. Its portfolio consists of over 308 data centers, of which 121 are located in the United States, 112 are located in Europe, 36 are located in Latin America, 16 are located in Africa, 16 are located in Asia, six are located in Australia and three are located in Canada. Its PlatformDIGITAL is a global data center platform for scaling digital business which enables customers to deploy their critical infrastructure with a global data center provider.",Residential & Commercial REIT,USD,XNYS,Stock,58534480152.00,58534480152.00
DLTR,"DOLLAR TREE, INC.","Dollar Tree, Inc. is an operator of retail discount stores operating under the brand names of Dollar Tree and Dollar Tree Canada. The Company operates approximately 9,000 stores and 18 distribution centers across 48 contiguous states and five Canadian provinces. The Dollar Tree segment operates a discount variety of stores offering merchandise at the opening price point. The Dollar Tree segment includes its operations under the Dollar Tree and Dollar Tree Canada brands in the United States and Canada. Its Dollar Tree Canada stores carry a range of products such as kitchen and dining, cleaning supplies, food and beverages, health and beauty, toys, party supplies, stationery, craft supplies, seasonal decor, and others. It also offers customers same-day local delivery. The Company also offers Dollar Tree Gift Cards and can be purchased in stores and online and redeemed in any one of its store locations.",Diversified Retail,USD,XNAS,Stock,20196900000.00,20196900000.00
DOC,"HEALTHPEAK PROPERTIES, INC.","Healthpeak Properties, Inc. is a fully integrated real estate investment trust (REIT). The Company acquires, develops, owns, leases, and manages healthcare real estate across the United States. It owns, operates, and develops real estate focused on healthcare discovery and delivery. The Company’s segments include Lab, Outpatient medical and continuing care retirement community (CCRC). The Outpatient medical segment owns, operates, and develops outpatient medical buildings, hospitals, and lab buildings. The lab segment properties contain laboratory and office space, are leased primarily to biotechnology, medical device and pharmaceutical companies, scientific research institutions, government agencies, and other organizations involved in the life science industry. Its CCRC segment is a retirement community that include independent living, assisted living, memory care, and skilled nursing units to provide a continuum of care in an integrated campus.",Residential & Commercial REIT,USD,XNYS,Stock,12922102482.00,12922102482.00
DOV,DOVER CORPORATION,"Dover Corporation is a diversified global manufacturer and solutions provider. Its Engineered Products segment provides a range of equipment, components, software, solutions and services to the vehicle aftermarket, aerospace and defense, and others. Its Clean Energy & Fueling segment provides components, equipment, and software solutions and services. It also designs, manufactures, and supplies vacuum-insulated piping systems for a variety of liquefied gases like nitrogen, oxygen, carbon dioxide, and other industrial gases. Its Imaging & Identification segment supplies precision marking and coding, product traceability, brand protection and digital textile printing equipment. Its Pumps & Process Solutions segment manufactures specialty pumps and flow meters, fluid transfer connectors, engineered precision components, instruments, and digital controls. Its Climate & Sustainability Technologies segment is a provider of energy-efficient equipment, components, and parts.","Machinery, Equipment & Components",USD,XNYS,Stock,23732479264.00,23732479264.00
DOW,Dow Inc.,"Dow Inc. serves as a holding company for The Dow Chemical Company and its subsidiaries. The Company conducts its operations through six global businesses, which are organized into segments, such as Packaging & Specialty Plastics, Industrial Intermediates & Infrastructure and Performance Materials & Coatings. Packaging & Specialty Plastics segment consists of two integrated global businesses: Hydrocarbons & Energy and Packaging and Specialty Plastics. This segment employs a polyolefin product portfolio. Industrial Intermediates & Infrastructure segment consists of two customer-centric global businesses: Industrial Solutions and Polyurethanes & Construction Chemicals that develop intermediate chemicals that are essential to manufacturing processes, as well as downstream, customized materials and formulations that use advanced development technologies. Performance Materials & Coatings segment consists of two global businesses: Coatings & Performance Monomers and Consumer Solutions.",Chemicals,USD,XNYS,Stock,15406728687.00,15406728687.00
DPZ,"DOMINO'S PIZZA, INC.","Domino’s Pizza, Inc. is a pizza company with a significant business in both delivery and carryout. The Company operates through three segments: U.S. stores, international franchise, and supply chain. The U.S. stores segment is comprised primarily of its franchise operations, which consists of franchised stores located in the United States. The segment also operates a network of United States Company-owned stores. The international franchise segment primarily includes operations related to the Company’s franchising business in foreign markets. The supply chain segment primarily includes the distribution of food, equipment and supplies to stores from the Company’s supply chain center operations in the United States and Canada. It is primarily a franchisor, with approximately 99% of its global stores owned and operated by its independent franchisees. In its international markets, the Company generally grants geographical rights to the Domino’s Pizza brand to master franchisees.",Hotels & Entertainment Services,USD,XNAS,Stock,14186158053.00,14186158053.00
DRI,"DARDEN RESTAURANTS, INC.","Darden Restaurants, Inc. is a restaurant company. The Company owns and operates full-service dining restaurants in the United States and Canada under the trade names Olive Garden, LongHorn Steakhouse, Yard House, Ruth's Chris Steak House, Cheddar's Scratch Kitchen, The Capital Grille, Chuy's, Seasons 52, Eddie V's and Bahama Breeze. It owns and operates approximately 2,140 restaurants in the United States and Canada. Its segments include Olive Garden, LongHorn Steakhouse, Fine Dining, and Other Businesses. Olive Garden is a full-service Italian dining restaurant operator in the United States. LongHorn Steakhouse is a full-service steakhouse restaurant, which features a variety of menu items including signature steaks and chicken, as well as salmon, shrimp, and burgers. Fine Dining includes Ruth’s Chris, The Capital Grille and Eddie V’s. Other businesses include Cheddar’s Scratch Kitchen, Yard House, Bahama Breeze, Seasons 52, and The Capital Burger.",Hotels & Entertainment Services,USD,XNYS,Stock,21857680000.00,21857680000.00
DTE,DTE ENERGY COMPANY,"DTE Energy Company is a diversified energy company, which is involved in the development and management of energy-related businesses and services nationwide. The Company’s segments include Electric, Gas, DTE Vantage, Energy Trading, and Corporate and Other. Electric segment consists principally of DTE Electric, which is engaged in the generation, purchase, distribution, and sale of electricity to residential, commercial, and industrial customers in southeastern Michigan. Gas segment consists principally of DTE Gas, which is engaged in the purchase, storage, transportation, distribution, and sale of natural gas to residential, commercial, and industrial customers throughout Michigan. DTE Vantage segment is comprised primarily of renewable energy projects that sell electricity and pipeline-gas and projects that deliver custom energy solutions to industrial, commercial, and institutional customers. Energy Trading segment consists of energy marketing and trading operations.",Electrical Utilities & IPPs,USD,XNYS,Stock,29533516306.00,29533516306.00
DUK,DUKE ENERGY CORPORATION,"Duke Energy Corporation is an energy holding company. The Company operates through two segments: Electric Utilities and Infrastructure (EU&I) and Gas Utilities and Infrastructure (GU&I). The EU&I segment conducts operations primarily through the regulated public utilities of Duke Energy Carolinas, Duke Energy Progress, Duke Energy Florida, Duke Energy Indiana and Duke Energy Ohio. EU&I provides retail electric service through the generation, transmission, distribution, and sale of electricity to customers within the Southeast and Midwest regions of the United States. The GU&I segment conducts natural gas operations primarily through the regulated public utilities of Piedmont, Duke Energy Ohio, and Duke Energy Kentucky. GU&I serves residential, commercial, industrial, and power generation natural gas customers, including customers served by municipalities who are wholesale customers. It also purchases a diverse portfolio of transportation and storage services from interstate pipelines.",Electrical Utilities & IPPs,USD,XNYS,Stock,99792552085.00,99792552085.00
DVA,DAVITA INC.,"DaVita Inc. is a healthcare provider focused on transforming care delivery to improve the quality of life for patients globally. The Company is a provider of kidney care services in the United States. Its United States dialysis (U.S. dialysis) and related lab services business treats patients with chronic kidney failure and end-stage kidney disease (ESKD). The Company’s robust platform delivers kidney care services and includes established nephrology and payor relationships. The Company’s international operations provide dialysis and administrative services to a total of outpatient dialysis centers. The Company’s U.S. integrated kidney care (IKC) business provides integrated care and disease management services to patients in risk-based integrated care arrangements and to additional patients in other integrated care arrangements across the United States. It also maintains a few other ancillary services and investments outside its U.S. dialysis, U.S. IKC, or international operations.",Healthcare Providers & Services,USD,XNYS,Stock,9181315000.00,9181315000.00
DVN,DEVON ENERGY CORPORATION,"Devon Energy Corporation is an oil and gas producer in the United States with a diversified multi-basin portfolio headlined by an acreage position in the Delaware Basin. The Company is primarily engaged in the exploration, development and production of oil, natural gas and natural gas liquids (NGLs). It owns a portfolio of assets located in the Delaware Basin, Rockies, Eagle Ford and Anadarko Basin. The Delaware Basin operates in southeast New Mexico and across the state line into west Texas. It offers exploration and development opportunities from many geologic reservoirs and play types, including the oil-rich Wolfcamp, Bone Spring, Avalon and Delaware formations. Its Rockies development consists of its Williston Basin and Powder River Basin assets. The Eagle Ford operations are located in Texas' DeWitt and Karnes counties. The Anadarko Basin development is located in western Oklahoma. It has a joint venture with Dow to develop a portion of its Anadarko Basin acreage.",Oil & Gas,USD,XNYS,Stock,20345340000.00,20345340000.00
DXCM,"DEXCOM, INC.","DexCom, Inc. is a medical device company. The Company is primarily focused on the design, development, and commercialization of continuous glucose monitoring (CGM), systems for the management of diabetes and metabolic health by patients, caregivers, and clinicians. Its products include Dexcom G6, Dexcom G7, Stelo, Dexcom Share, and Dexcom ONE. The Company enables people to take control of health through innovative biosensing technology. Dexcom G6 is its integrated continuous glucose monitoring system (iCGM). Stelo is designed specifically for people with type II diabetes who do not use insulin as the first over-the-counter glucose biosensor in the United States. The Dexcom Share remote monitoring system, offered for use with any Dexcom system, uses an app on the patient’s compatible mobile device. Its Dexcom G7 is for adults and children (2+ years) living with type I or type II diabetes who are on any insulin or medications, at risk of hypoglycemia, and those with gestational diabetes.",Healthcare Equipment & Supplies,USD,XNAS,Stock,27352832175.00,27352832175.00
EA,ELECTRONIC ARTS INC.,"Electronic Arts Inc. is a digital interactive entertainment company. The Company develops and delivers games, content and online services for Internet-connected consoles, mobile devices and personal computers. It develops and publishes games and experiences across diverse genres, such as sports, racing, first-person shooter, action, role-playing and simulation. Its portfolio of brands includes EA SPORTS FC, Battlefield, Apex Legends, The Sims, EA SPORTS Madden NFL, EA SPORTS College Football, Need for Speed, Dragon Age, Titanfall, Plants vs. Zombies and EA SPORTS F1. The Company also offers live services, including extra content, subscription offerings and other revenue generated outside of the sale of its full games. It primarily distributes its console products and services through partners, such as Sony and Microsoft. It distributes its mobile applications and additional content through distributors such as Apple and Google.",Software & IT Services,USD,XNAS,Stock,50005919145.00,50005919145.00
EBAY,EBAY INC.,"eBay Inc. is a global commerce company. The Company's technology empowers buyers and sellers in more than 190 markets around the world. The Company's business includes its online marketplace located at www.ebay.com and its localized counterparts, its off-platform marketplaces and its suite of mobile apps. It provides a number of features for its sellers and buyers that align with its approach of leveraging technology, including generative AI, to enhance the marketplace experience for its customers. For sellers, the Company is focused on simplifying their business processes to help drive their sales. The Company offers the eBay International Shipping program for sellers in the United States. For buyers, it is changing the way they find inventory through discovery, personalization and other experiences. It launched Explore, an AI-powered shopping feed enabling users to browse a list of personalized recommendations based on their interests, style preferences, and sizes.",Software & IT Services,USD,XNAS,Stock,43405860000.00,43405860000.00
ECL,ECOLAB INC.,"Ecolab Inc. is engaged in offering water, hygiene and infection prevention solutions and services that protect people and the resources vital to life. The Company’s Global Industrial segment provides water treatment and process applications, and cleaning and sanitizing solutions primarily to large industrial customers within the manufacturing, food and beverage processing, transportation, chemical, primary metals and mining, power generation, global refining, petrochemical, pulp and paper industries. Its Global Institutional & Specialty segment provides specialized cleaning and sanitizing products to the foodservice, hospitality, lodging, government and education and retail industries. Its Global Healthcare & Life Sciences segment provides specialized cleaning and sanitizing products to the healthcare, personal care, and pharmaceutical industries. Its Global Pest Elimination segment provides services designed to detect, prevent, and eliminate pests, such as rodents and insects.",Chemicals,USD,XNYS,Stock,78901610931.00,78901610931.00
ED,"CONSOLIDATED EDISON, INC.","Consolidated Edison, Inc. is an energy-delivery company. The Company, through its subsidiaries, Consolidated Edison Company of New York, Inc. (CECONY), Orange and Rockland Utilities, Inc. (O&R) and Con Edison Transmission, Inc., provides a range of energy-related products and services to its customers. CECONY is a regulated utility providing electric service in New York City and New York’s Westchester County, gas service in Manhattan, the Bronx, parts of Queens and parts of Westchester, and steam service in Manhattan. O&R and its utility subsidiary, Rockland Electric Company, provide electric service to customers in southeastern New York and northern New Jersey, a 1,300 square mile service area. O&R delivers gas to customers in southeastern New York. Con Edison Transmission, Inc. falls primarily under the oversight of the Federal Energy Regulatory Commission and manages, through joint ventures, both electric and gas assets while seeking to develop electric transmission projects.",Electrical Utilities & IPPs,USD,XNYS,Stock,36627786652.00,36627786652.00
